29,Jan,28,Jan,28,Jan
1:26.32,1:37.65,1:26.15,,,
28,Jan,28,Jan,28,Jan
1:32.07,1:09.70,1:31.15,,,
28,Jan,27,Jan,27,Jan
1:53.09,1:11.47,1:09.66,,,
27,Jan,27,Jan,27,Jan
1:25.37,1:24.47,2:05.22,,,
27,Jan,26,Jan,26,Jan
2:29.16,2:21.87,1:07.85,,,
26,Jan,26,Jan,26,Jan
1:31.52,2:23.59,1:50.920,,,
2,Feb,2,Feb,2,Feb
1:42.77,DNF,1:08.79,,,
2,Feb,2,Feb,2,Feb
1:13.32,59.23,54.36,,,
2,Feb,2,Feb,2,Feb
1:12.00,1:05.13,1:05.49,,,
2,Feb,2,Feb,2,Feb
1:06.73,1:48.29,1:07.25,,,
31,Jan,31,Jan,31,Jan
1:21.48,1:19.55,1:13.05,,,
31,Jan,31,Jan,31,Jan
1:03.06,1:17.21,1:07.39,,,
31,Jan,31,Jan,31,Jan
1:12.34,1:27.40,1:10.02,,,
31,Jan,31,Jan,31,Jan
1:29.05,1:26.46,1:03.21,,,
31,Jan,31,Jan,31,Jan
1:16.87,1:18.08,1:18.470,,,
3,Feb,3,Feb,3,Feb
1:14.99,1:39.25,58.52,,,
3,Feb,3,Feb,3,Feb
1:27.15,1:17.54,1:20.15,,,
3,Feb,3,Feb,3,Feb
1:04.85,2:13.87,2:04.49,,,
3,Feb,3,Feb,3,Feb
1:04.20,1:30.17,3:10.80,,,
3,Feb,3,Feb,3,Feb
1:23.65,1:15.58,1:31.64,,,
3,Feb,3,Feb,3,Feb
1:28.98,2:19.36,DNF,,,
3,Feb,3,Feb,3,Feb
1:30.18,1:48.66,DNF,,,
3,Feb,2,Feb,2,Feb
1:28.87,1:14.62,1:27.25,,,
2,Feb,2,Feb,2,Feb
1:48.48,1:40.11,DNF,,,
5,Feb,4,Feb,4,Feb
1:01.51,1:42.61,51.46,,,
4,Feb,4,Feb,3,Feb
1:05.31,1:16.58,1:30.05,,,
3,Feb,3,Feb,3,Feb
58.08,DNF,1:21.16,,,
3,Feb,3,Feb,3,Feb
1:03.81,1:08.66,1:01.88,,,
3,Feb,3,Feb,3,Feb
1:21.15,1:31.95,1:09.42,,,
3,Feb,3,Feb,3,Feb
1:22.58,1:14.28,1:08.34,,,
3,Feb,3,Feb,3,Feb
56.3,1:51.05,1:04.62,,,
3,Feb,3,Feb,3,Feb
1:49.22,1:15.15,1:08.35,,,
3,Feb,3,Feb,3,Feb
1:49.49,DNF,1:34.250,,,
5,Feb,5,Feb,5,Feb
1:09.56,1:04.57,1:30.77,,,
5,Feb,5,Feb,5,Feb
1:10.02,1:36.92,53.38,,,
5,Feb,5,Feb,5,Feb
1:08.95,1:13.33,1:04.98,,,
5,Feb,5,Feb,5,Feb
2:14.28,DNF,57.45,,,
5,Feb,5,Feb,5,Feb
1:17.67,1:04.42,1:00.40,,,
5,Feb,5,Feb,5,Feb
1:04.55,53.45,1:36.95,,,
5,Feb,5,Feb,5,Feb
DNF,1:37.59,1:29.69,,,
5,Feb,5,Feb,5,Feb
DNF,1:17.25,1:13.68,,,
5,Feb,5,Feb,5,Feb
1:25.15,1:36.45,1:00.580,,,
6,Feb,6,Feb,6,Feb
1:15.49,1:03.37,1:11.87,,,
6,Feb,6,Feb,6,Feb
1:26.36,1:21.09,1:08.75,,,
6,Feb,6,Feb,6,Feb
1:05.73,1:58.03,1:50.29,,,
6,Feb,6,Feb,6,Feb
DNF,1:14.64,1:08.55,,,
6,Feb,6,Feb,6,Feb
1:10.75,1:10.79,1:05.74,,,
6,Feb,6,Feb,6,Feb
1:04.90,1:04.18,1:04.55,,,
6,Feb,6,Feb,6,Feb
DNF,1:12.75,1:07.99,,,
6,Feb,5,Feb,5,Feb
59.97,1:02.48,1:39.80,,,
5,Feb,5,Feb,5,Feb
56.02,1:04.78,1:22.180,,,
7,Feb,7,Feb,6,Feb
1:05.09,1:19.68,55.68,,,
6,Feb,6,Feb,6,Feb
1:08.21,1:04.89,1:05.90,,,
6,Feb,6,Feb,6,Feb
1:04.12,1:19.94,1:00.04,,,
6,Feb,6,Feb,6,Feb
1:18.87,54.52,1:11.09,,,
6,Feb,6,Feb,6,Feb
1:14.08,+,1:08.37,1:07.47,,
6,Feb,6,Feb,6,Feb
1:00.12,52.52,56.74,,,
6,Feb,6,Feb,6,Feb
1:08.09,1:03.52,1:04.22,,,
6,Feb,6,Feb,6,Feb
1:18.51,1:11.58,1:04.48,,,
6,Feb,6,Feb,6,Feb
1:02.44,1:06.00,1:14.120,,,
8,Feb,8,Feb,8,Feb
59.08,1:02.76,45.53,,,
8,Feb,8,Feb,8,Feb
1:13.98,52.8,58.97,,,
8,Feb,8,Feb,8,Feb
1:01.96,1:24.95,1:19.31,,,
8,Feb,8,Feb,8,Feb
48.52,1:00.62,1:21.41,,,
8,Feb,8,Feb,7,Feb
1:02.91,51.4,1:07.81,,,
7,Feb,7,Feb,7,Feb
55.98,1:19.60,57.62,,,
7,Feb,7,Feb,7,Feb
57.76,59.29,1:03.01,,,
7,Feb,7,Feb,7,Feb
1:11.65,55.55,1:04.50,,,
7,Feb,7,Feb,7,Feb
53.41,1:03.98,1:15.410,,,
10,Feb,10,Feb,10,Feb
1:07.40,1:08.65,1:14.70,,,
10,Feb,10,Feb,10,Feb
1:01.97,1:00.68,1:13.12,,,
10,Feb,10,Feb,10,Feb
1:15.75,1:17.58,57.04,,,
10,Feb,10,Feb,10,Feb
1:08.25,57.52,1:00.91,,,
10,Feb,10,Feb,10,Feb
58.31,1:22.12,1:09.57,,,
10,Feb,10,Feb,10,Feb
1:01.12,55.74,1:11.81,,,
9,Feb,9,Feb,8,Feb
57.64,56.93,1:03.04,,,
8,Feb,8,Feb,8,Feb
57.96,1:03.76,1:03.58,,,
8,Feb,8,Feb,8,Feb
59.45,1:03.25,55.41,,,
10,Feb,10,Feb,10,Feb
1:00.35,47.68,50.58,,,
10,Feb,10,Feb,10,Feb
59.12,1:05.95,54.95,,,
10,Feb,10,Feb,10,Feb
53.18,59.12,1:05.72,,,
10,Feb,10,Feb,10,Feb
1:07.52,54.05,1:29.35,,,
10,Feb,10,Feb,10,Feb
1:07.22,1:12.28,1:12.31,,,
10,Feb,10,Feb,10,Feb
47.55,57.63,1:02.35,,,
10,Feb,10,Feb,10,Feb
1:02.92,59.94,49.35,,,
10,Feb,10,Feb,10,Feb
1:08.62,51.52,58.25,,,
10,Feb,10,Feb,10,Feb
1:04.98,1:22.14,1:05.040,,,
10,Feb,10,Feb,10,Feb
1:00.35,47.68,50.58,,,
10,Feb,10,Feb,10,Feb
59.12,1:05.95,54.95,,,
10,Feb,10,Feb,10,Feb
53.18,59.12,1:05.72,,,
10,Feb,10,Feb,10,Feb
1:07.52,54.05,1:29.35,,,
10,Feb,10,Feb,10,Feb
1:07.22,1:12.28,1:12.31,,,
10,Feb,10,Feb,10,Feb
47.55,57.63,1:02.35,,,
10,Feb,10,Feb,10,Feb
1:02.92,59.94,49.35,,,
10,Feb,10,Feb,10,Feb
1:08.62,51.52,58.25,,,
10,Feb,10,Feb,10,Feb
1:04.98,1:22.14,1:05.04,,,
11,Feb,11,Feb,11,Feb
1:00.54,53.36,55.44,,,
11,Feb,11,Feb,11,Feb
1:04.07,1:03.19,56.75,,,
11,Feb,11,Feb,11,Feb
54.61,52.2,56.21,,,
11,Feb,11,Feb,11,Feb
50.8,1:05.84,1:07.81,,,
11,Feb,11,Feb,11,Feb
1:00.99,52,58.89,,,
11,Feb,11,Feb,11,Feb
50.89,1:08.29,47.91,,,
10,Feb,10,Feb,10,Feb
1:07.67,56.65,42.81,,,
10,Feb,10,Feb,10,Feb
47.82,57.48,1:04.55,,,
10,Feb,10,Feb,10,Feb
54.88,55.41,53.13,,,
11,Feb,11,Feb,11,Feb
52,1:08.98,51.48,,,
11,Feb,11,Feb,11,Feb
57.27,55.9,56.1,,,
11,Feb,11,Feb,11,Feb
1:02.57,1:00.62,56.89,,,
11,Feb,11,Feb,11,Feb
53.15,56.3,47.28,,,
11,Feb,11,Feb,11,Feb
56.04,54.24,1:00.09,,,
11,Feb,11,Feb,11,Feb
1:03.35,1:08.52,1:01.94,,,
11,Feb,11,Feb,11,Feb
46.92,47.45,1:00.09,,,
11,Feb,11,Feb,11,Feb
56.52,53.31,47.9,,,
11,Feb,11,Feb,11,Feb
1:00.27,51.65,59.12,,,
16,Feb,13,Feb,12,Feb
55.13,56.92,52.21,,,
12,Feb,12,Feb,12,Feb
1:01.94,51.99,1:11.72,,,
12,Feb,12,Feb,12,Feb
48.98,54.88,47.31,,,
12,Feb,12,Feb,12,Feb
1:09.39,59.88,55.92,,,
12,Feb,12,Feb,12,Feb
1:02.85,40.45,1:11.51,,,
12,Feb,12,Feb,12,Feb
1:01.61,51.07,54.05,,,
12,Feb,12,Feb,12,Feb
58.22,46.77,1:07.06,,,
12,Feb,12,Feb,11,Feb
55.74,1:09.32,1:01.08,,,
11,Feb,11,Feb,11,Feb
54.95,1:01.52,1:00.28,,,
17,Feb,17,Feb,17,Feb
43.65,54.66,44.55,,,
17,Feb,17,Feb,16,Feb
42.62,49.38,48.37,,,
16,Feb,16,Feb,16,Feb
58.09,46.62,58.4,,,
16,Feb,16,Feb,16,Feb
50.79,54.92,55.71,,,
16,Feb,16,Feb,16,Feb
53.05,42.32,54.19,,,
16,Feb,16,Feb,16,Feb
53.64,53.28,37.55,,,
16,Feb,16,Feb,16,Feb
50.94,48.49,40.49,,,
16,Feb,16,Feb,16,Feb
54.6,46.97,1:05.15,,,
16,Feb,16,Feb,16,Feb
49.43,1:05.59,43.41,,,
18,Feb,18,Feb,18,Feb
53.24,58.85,51.11,,,
18,Feb,18,Feb,18,Feb
49.62,50.09,39.6,,,
18,Feb,18,Feb,18,Feb
48.55,54.87,46.95,,,
17,Feb,17,Feb,17,Feb
49.5,53.45,42.39,,,
17,Feb,17,Feb,17,Feb
43.35,48.65,46.62,,,
17,Feb,17,Feb,17,Feb
54.67,55.75,44.65,,,
17,Feb,17,Feb,17,Feb
47.28,52.92,56.09,,,
17,Feb,17,Feb,17,Feb
49.11,49.85,44.64,,,
17,Feb,17,Feb,17,Feb
38.99,50.05,48.46,,,
18,Feb,18,Feb,18,Feb
50.01,45.92,40.24,,,
18,Feb,18,Feb,18,Feb
1:00.85,52.48,43.67,,,
18,Feb,18,Feb,18,Feb
48.25,38.24,1:00.85,,,
18,Feb,18,Feb,18,Feb
54.37,55.74,41.22,,,
18,Feb,18,Feb,18,Feb
49.51,54.95,53.11,,,
18,Feb,18,Feb,18,Feb
53.32,51.44,45.78,,,
18,Feb,18,Feb,18,Feb
44.25,44.78,56.28,,,
18,Feb,18,Feb,18,Feb
38.28,DNF,55.71,,,
18,Feb,18,Feb,18,Feb
42.65,50.61,46.21,,,
19,Feb,19,Feb,19,Feb
48.51,57.1,48.79,,,
19,Feb,19,Feb,19,Feb
50.95,44.22,51.12,,,
19,Feb,19,Feb,19,Feb
58.93,49.75,38.94,,,
19,Feb,19,Feb,19,Feb
45.92,44.34,41.52,,,
19,Feb,18,Feb,18,Feb
55.28,38.08,47.02,,,
18,Feb,18,Feb,18,Feb
48.71,48.42,44.98,,,
18,Feb,18,Feb,18,Feb
55.35,41.18,50.64,,,
18,Feb,18,Feb,18,Feb
36.52,51.28,49.85,,,
18,Feb,18,Feb,18,Feb
42.02,50.99,47.78,,,
41.62,51.15,48.22,,,
20,Feb,20,Feb,19,Feb
42.79,45.35,35,,,
19,Feb,19,Feb,19,Feb
50.68,49.94,38.95,,,
19,Feb,19,Feb,19,Feb
53.92,48.48,49.18,,,
19,Feb,19,Feb,19,Feb
41.12,40.35,54.72,,,
19,Feb,19,Feb,19,Feb
51.48,37.25,45.38,,,
19,Feb,19,Feb,19,Feb
51.66,48.71,53.45,,,
19,Feb,19,Feb,19,Feb
37.62,48.57,47.84,,,
19,Feb,19,Feb,19,Feb
58.08,41.78,44.87,,,
19,Feb,19,Feb,19,Feb
45.68,52.57,41.28,,,
21,Feb,21,Feb,21,Feb
44.35,41.84,33.98,,,
21,Feb,21,Feb,21,Feb
46.55,44.82,51.79,,,
21,Feb,21,Feb,21,Feb
42.79,40.46,53.92,,,
20,Feb,20,Feb,20,Feb
53.68,48.57,48.52,,,
20,Feb,20,Feb,20,Feb
50.62,45.81,51.05,,,
20,Feb,20,Feb,20,Feb
40.09,45.85,43.15,,,
20,Feb,20,Feb,20,Feb
46.68,43.98,42.91,,,
20,Feb,20,Feb,20,Feb
46.52,42.19,46.69,,,
20,Feb,20,Feb,20,Feb
41.62,51.15,48.22,,,
22,Feb,22,Feb,22,Feb
47.82,43.75,43.97,,,
22,Feb,22,Feb,22,Feb
50.28,47,41.58,,,
22,Feb,22,Feb,22,Feb
55.7,44.73,43.18,,,
22,Feb,22,Feb,22,Feb
42.88,51.47,37.53,,,
22,Feb,22,Feb,22,Feb
46.98,48.92,45.07,,,
22,Feb,22,Feb,22,Feb
50.64,46.24,45.27,,,
22,Feb,22,Feb,22,Feb
33.03,50.91,38.27,,,
22,Feb,22,Feb,22,Feb
39.13,44.27,40.6,,,
22,Feb,22,Feb,22,Feb
43.97,45.71,45.82,,,
22,Feb,22,Feb,22,Feb
38.8,38.07,41.88,,,
22,Feb,22,Feb,22,Feb
41.88,32.47,42.32,,,
22,Feb,22,Feb,22,Feb
41.52,50.67,41.58,,,
22,Feb,22,Feb,22,Feb
48.59,42.02,42.85,,,
22,Feb,22,Feb,22,Feb
34.97,51.5,38.22,,,
22,Feb,22,Feb,22,Feb
35.92,47.39,47.17,,,
22,Feb,22,Feb,22,Feb
46.93,39.5,41.29,,,
22,Feb,22,Feb,22,Feb
32.68,39.08,40.35,,,
22,Feb,22,Feb,22,Feb
52.09,40.62,34.85,,,
24,Feb,24,Feb,24,Feb
1:03.05,49.24,49.67,,,
24,Feb,24,Feb,24,Feb
57.22,46.3,48.08,,,
23,Feb,23,Feb,23,Feb
49.24,41.45,41.42,,,
23,Feb,23,Feb,23,Feb
38.16,46.02,32.32,,,
23,Feb,23,Feb,23,Feb
37.7,44.62,50.8,,,
23,Feb,23,Feb,23,Feb
45.84,42.94,46.59,,,
23,Feb,23,Feb,23,Feb
40.72,46.34,38.08,,,
23,Feb,23,Feb,23,Feb
45.61,41.59,39.2,,,
23,Feb,22,Feb,22,Feb
41.44,36.95,45.3,,,
24,Feb,24,Feb,24,Feb
43.48,39.35,40.05,,,
24,Feb,24,Feb,24,Feb
41.61,39.11,40.9,,,
24,Feb,24,Feb,24,Feb
59.11,32.49,50.28,,,
24,Feb,24,Feb,24,Feb
59.23,56.35,47.78,,,
24,Feb,24,Feb,24,Feb
54.09,58.35,43.43,,,
24,Feb,24,Feb,24,Feb
46.64,50.54,55.97,,,
24,Feb,24,Feb,24,Feb
52.1,47.35,51.33,,,
24,Feb,24,Feb,24,Feb
58.14,1:00.28,50.33,,,
24,Feb,24,Feb,24,Feb
46.69,52.12,50,,,
24,Feb,24,Feb,24,Feb
47.22,40.54,49.38,,,
24,Feb,24,Feb,24,Feb
48.56,50.49,51.81,,,
24,Feb,24,Feb,24,Feb
1:00.20,45.19,43.28,,,
24,Feb,24,Feb,24,Feb
33.15,50.99,40.82,,,
24,Feb,24,Feb,24,Feb
44.85,38.72,46.98,,,
24,Feb,24,Feb,24,Feb
38.95,40.24,49.04,,,
24,Feb,24,Feb,24,Feb
50.56,38.75,50.28,,,
24,Feb,24,Feb,24,Feb
52.43,46.92,41.46,,,
24,Feb,24,Feb,24,Feb
43.71,49.81,47.57,,,
26,Feb,26,Feb,26,Feb
43.54,39.6,38.4,,,
26,Feb,26,Feb,26,Feb
42.5,39.87,37.35,,,
26,Feb,26,Feb,26,Feb
36.95,47.32,50.56,,,
25,Feb,25,Feb,25,Feb
54.81,55.66,45.65,,,
25,Feb,25,Feb,25,Feb
34.08,49.71,48.75,,,
25,Feb,25,Feb,25,Feb
45.32,47.08,36.2,,,
25,Feb,25,Feb,25,Feb
40.85,47.18,46.84,,,
25,Feb,25,Feb,25,Feb
36.54,52.52,43.31,,,
24,Feb,24,Feb,24,Feb
33.48,42.65,37.35,,,
26,Feb,26,Feb,26,Feb
47.75,40.5,35.48,,,
26,Feb,26,Feb,26,Feb
38.45,48.6,38.73,,,
26,Feb,26,Feb,26,Feb
41.98,34.2,46.68,,,
26,Feb,26,Feb,26,Feb
50,37.3,41.23,,,
26,Feb,26,Feb,26,Feb
38.52,38.8,47.56,,,
26,Feb,26,Feb,26,Feb
45.63,36.62,39.97,,,
26,Feb,26,Feb,26,Feb
32.9,41.83,44.27,,,
26,Feb,26,Feb,26,Feb
37.93,46.45,46.54,,,
26,Feb,26,Feb,26,Feb
45.1,47.65,42.88,,,
26,Feb,26,Feb,26,Feb
41.45,48.5,43.31,,,
26,Feb,26,Feb,26,Feb
51.53,46.25,33.38,,,
26,Feb,26,Feb,26,Feb
52.19,41.54,50.72,,,
26,Feb,26,Feb,26,Feb
38.58,41.61,41.84,,,
26,Feb,26,Feb,26,Feb
49.55,39.45,41.91,,,
26,Feb,26,Feb,26,Feb
49.82,42.98,44.55,,,
26,Feb,26,Feb,26,Feb
49.57,39.81,47.03,,,
26,Feb,26,Feb,26,Feb
45.61,43.79,46.27,,,
26,Feb,26,Feb,26,Feb
41.72,38.85,46.19,,,
27,Feb,27,Feb,27,Feb
41.63,34.07,37.25,,,
27,Feb,27,Feb,27,Feb
44.35,52.12,33.87,,,
27,Feb,27,Feb,27,Feb
38.44,42.38,45.51,,,
27,Feb,27,Feb,27,Feb
42.37,43.12,40.92,,,
27,Feb,27,Feb,27,Feb
45.42,37.02,47.82,,,
27,Feb,27,Feb,26,Feb
41.62,34.24,43.72,,,
26,Feb,26,Feb,26,Feb
44.09,47.38,47.28,,,
26,Feb,26,Feb,26,Feb
37.38,41.41,49.78,,,
26,Feb,26,Feb,26,Feb
48.41,38.81,40.98,,,
27,Feb,27,Feb,27,Feb
42.62,46.48,37.68,,,
27,Feb,27,Feb,27,Feb
38.78,32.94,37.98,,,
27,Feb,27,Feb,27,Feb
36.91,44.64,36.95,,,
27,Feb,27,Feb,27,Feb
46.29,42.36,44.32,,,
27,Feb,27,Feb,27,Feb
42.44,39.21,41.58,,,
27,Feb,27,Feb,27,Feb
42.62,35.17,35.72,,,
27,Feb,27,Feb,27,Feb
43.22,34.99,38.69,,,
27,Feb,27,Feb,27,Feb
40.54,39.92,32.59,,,
27,Feb,27,Feb,27,Feb
34.95,46.88,38.15,,,
27,Feb,27,Feb,27,Feb
44.88,44.8,43.21,,,
27,Feb,27,Feb,27,Feb
43.87,36.38,47.12,,,
27,Feb,27,Feb,27,Feb
34.48,47.98,42.65,,,
27,Feb,27,Feb,27,Feb
44.98,46.18,33.83,,,
27,Feb,27,Feb,27,Feb
37.32,35.04,48.21,,,
27,Feb,27,Feb,27,Feb
41.9,35.45,45.91,,,
27,Feb,27,Feb,27,Feb
28.5,38.12,43.85,,,
27,Feb,27,Feb,27,Feb
43.35,41.02,45.6,,,
27,Feb,27,Feb,27,Feb
39.55,34.27,48.55,,,
28,Feb,28,Feb,28,Feb
38.25,38.18,41.71,,,
28,Feb,28,Feb,28,Feb
38.45,44.02,43.24,,,
28,Feb,28,Feb,28,Feb
42.05,46.08,41.15,,,
28,Feb,28,Feb,28,Feb
45.33,43.08,40.18,,,
28,Feb,28,Feb,28,Feb
41.89,41.08,40.62,,,
28,Feb,28,Feb,28,Feb
41.69,48.25,37.03,,,
28,Feb,28,Feb,28,Feb
46.55,41.07,39.71,,,
28,Feb,27,Feb,27,Feb
42.79,42.28,36.68,,,
27,Feb,27,Feb,27,Feb
38.43,40.95,39.48,,,
2,Mar,2,Mar,2,Mar
38.53,43.79,39.03,,,
2,Mar,2,Mar,2,Mar
43.16,48.55,40.01,,,
2,Mar,2,Mar,2,Mar
39.97,42.09,43.12,,,
2,Mar,2,Mar,2,Mar
44.27,46.01,47.19,,,
2,Mar,2,Mar,2,Mar
37.55,34.3,43.36,,,
2,Mar,2,Mar,2,Mar
45.3,36.16,45.32,,,
2,Mar,2,Mar,1,Mar
46.04,43.89,33.69,,,
1,Mar,1,Mar,1,Mar
45.34,37.44,39.51,,,
1,Mar,1,Mar,1,Mar
47.8,41.35,36.21,,,
3,Mar,3,Mar,3,Mar
41.22,45.8,36.42,,,
3,Mar,3,Mar,3,Mar
48.43,38.08,42.78,,,
3,Mar,3,Mar,3,Mar
42.05,48.01,47.31,,,
3,Mar,3,Mar,3,Mar
46.21,35.2,48.88,,,
3,Mar,3,Mar,3,Mar
40.95,38.71,37.85,,,
2,Mar,2,Mar,2,Mar
50.49,49.21,38.58,,,
2,Mar,2,Mar,2,Mar
33.77,43.45,43.09,,,
2,Mar,2,Mar,2,Mar
36.56,36.92,41.52,,,
2,Mar,2,Mar,2,Mar
44.7,40.93,40.27,,,
3,Mar,3,Mar,3,Mar
41.14,39.61,41.78,,,
3,Mar,3,Mar,3,Mar
44.65,44.13,37.28,,,
3,Mar,3,Mar,3,Mar
37.92,31.66,44.08,,,
3,Mar,3,Mar,3,Mar
38.75,48.36,42.25,,,
3,Mar,3,Mar,3,Mar
40.92,32.93,35.1,,,
3,Mar,3,Mar,3,Mar
42.98,36.48,40.87,,,
3,Mar,3,Mar,3,Mar
38.83,41.88,42.9,,,
3,Mar,3,Mar,3,Mar
48.32,39.6,40.4,,,
3,Mar,3,Mar,3,Mar
39.27,48.47,39.73,,,
43.4,35.45,0e,40.23,.,
3,Mar,3,Mar,3,Mar
34.45,39.71,41.78,,,
3,Mar,3,Mar,3,Mar
34.58,36.58,35.78,,,
3,Mar,3,Mar,3,Mar
41.81,42.1,37.48,,,
3,Mar,3,Mar,3,Mar
42.61,40.87,44.62,,,
3,Mar,3,Mar,3,Mar
38.11,44.02,39.55,,,
3,Mar,3,Mar,3,Mar
36.71,46.68,45.05,,,
3,Mar,3,Mar,3,Mar
45.15,35.18,40.41,,,
3,Mar,3,Mar,3,Mar
49.28,42.29,41.27,,,
3,Mar,3,Mar,3,Mar
41.17,44.39,42.64,,,
3,Mar,3,Mar,3,Mar
49.95,42.42,40.28,,,
3,Mar,3,Mar,3,Mar
45.98,47.05,36.25,,,
3,Mar,3,Mar,3,Mar
41.12,44.62,41.35,,,
3,Mar,3,Mar,3,Mar
41.15,45.28,42.95,,,
3,Mar,3,Mar,3,Mar
39.94,45.79,43.73,,,
3,Mar,3,Mar,3,Mar
36.88,46.41,43.98,,,
3,Mar,3,Mar,3,Mar
34.58,50.75,32.75,,,
3,Mar,3,Mar,3,Mar
46.58,38.63,44.51,,,
3,Mar,3,Mar,3,Mar
43.4,35.45,40.28,,,
4,Mar,4,Mar,4,Mar
39.55,43.69,40.02,,,
4,Mar,4,Mar,4,Mar
43.78,33.68,42.42,,,
4,Mar,4,Mar,4,Mar
42.08,33.38,38.42,,,
4,Mar,4,Mar,4,Mar
38.52,46.42,41.36,,,
4,Mar,4,Mar,4,Mar
36.38,45.18,31.92,,,
4,Mar,4,Mar,4,Mar
43.85,41.67,40.58,,,
3,Mar,3,Mar,3,Mar
42.49,42.98,40.52,,,
3,Mar,3,Mar,3,Mar
35.98,41.06,42.55,,,
3,Mar,3,Mar,3,Mar
38.12,48.02,41.95,,,
4,Mar,4,Mar,4,Mar
39.97,44.3,43.83,,,
4,Mar,4,Mar,4,Mar
39.33,40.07,42.64,,,
4,Mar,4,Mar,4,Mar
41.9,48.83,36.59,,,
4,Mar,4,Mar,4,Mar
37.09,39.78,42.16,,,
4,Mar,4,Mar,4,Mar
40.76,47.02,35.57,,,
4,Mar,4,Mar,4,Mar
39.51,45.58,41.29,,,
4,Mar,4,Mar,4,Mar
46.88,38.36,40.41,,,
4,Mar,4,Mar,4,Mar
36.01,49.15,40.85,,,
4,Mar,4,Mar,4,Mar
45.42,43.05,42.85,,,
5,Mar,5,Mar,5,Mar
34.66,40.75,36.54,,,
5,Mar,5,Mar,5,Mar
44.28,41.95,34.14,,,
5,Mar,5,Mar,5,Mar
35.81,37.12,49.81,,,
5,Mar,5,Mar,5,Mar
37.46,38.21,40.64,,,
5,Mar,5,Mar,5,Mar
41.76,37.91,38.91,,,
5,Mar,5,Mar,5,Mar
31.43,40.33,39.7,,,
32.43,40.6,38.87,,,
44.24,37.37,44.83,,,
43.07,41.44,38.67,,,
